,Precision,Recall,F1,Mean Time to Detect,PA Precision,PA Recall,PA F1,PW Precision,PW Recall,PW F1
AutoEncoder_1d,0.014112903225806451,1.0,0.02783300198807157,1 days 09:55:42,0.5775664152181043,1.0,0.7322245322245321,0.1320754716981132,0.11130039750141965,0.12080123266563944
