,Precision,Recall,F1,Mean Time to Detect,PA Precision,PA Recall,PA F1,PW Precision,PW Recall,PW F1
AutoEncoder,0.04681457358029717,0.35222052067381315,0.08264462809917356,1 days 06:54:06,0.2514467052454732,0.5503949877417598,0.3451928415837355,0.11805181347150259,0.38790520294197767,0.18101503162042776
