Start Date;Start Hour;End Date;End Hour;Maneuver Duration;Data available;Satellite;Maneuver;Maneuver Type;Propellant Type;Propellant subtype;Propellant Name
26/11/2008;13:28:57;26/11/2008;14:00:51;00:31:54;All data available;SPOT4;Maneuver;Orbit Inclination Maneuver;Chemical;Liquid;Hydrazine
14/07/2009;23:45:24;15/07/2009;00:36:26;00:51:02;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
15/10/2009;23:55:54;16/10/2009;00:46:58;00:51:04;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
08/12/2009;12:34:38;08/12/2009;13:26:17;00:51:39;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
08/12/2009;00:50:18;08/12/2009;01:42:00;00:51:42;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
09/12/2009;00:29:16;09/12/2009;01:20:44;00:51:28;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
30/01/2010;23:33:17;31/01/2010;00:25:05;00:51:48;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
31/01/2010;23:08:22;01/02/2010;00:00:11;00:51:49;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
02/02/2010;17:25:22;02/02/2010;18:16:54;00:51:32;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
05/03/2010;02:20:26;05/03/2010;03:11:29;00:51:03;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
12/03/2010;01:44:59;12/03/2010;02:36:04;00:51:05;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
15/03/2010;02:32:18;15/03/2010;03:23:17;00:50:59;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
12/06/2010;00:33:17;12/06/2010;01:24:19;00:51:02;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
15/11/2010;00:28:23;15/11/2010;01:19:25;00:51:02;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
12/12/2010;00:08:03;12/12/2010;00:59:04;00:51:01;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
02/02/2011;00:05:53;02/02/2011;00:56:54;00:51:01;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
24/04/2011;00:45:15;24/04/2011;01:36:17;00:51:02;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
14/07/2011;23:23:20;15/07/2011;00:14:21;00:51:01;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
25/10/2011;23:37:30;26/10/2011;00:28:34;00:51:04;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
16/12/2011;23:34:33;17/12/2011;00:25:38;00:51:05;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
29/03/2012;13:02:45;29/03/2012;13:56:21;00:53:36;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
29/04/2012;09:58:25;29/04/2012;10:49:27;00:51:02;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
20/06/2012;23:26:24;21/06/2012;00:17:26;00:51:02;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
23/09/2012;22:52:17;23/09/2012;23:43:20;00:51:03;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
23/11/2012;23:14:54;24/11/2012;00:05:57;00:51:03;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
18/12/2012;18:05:45;18/12/2012;18:56:44;00:50:59;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
21/12/2012;22:33:50;21/12/2012;23:24:52;00:51:02;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
03/01/2013;08:10:23;03/01/2013;09:01:25;00:51:02;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
17/01/2013;00:12:58;17/01/2013;01:04:02;00:51:04;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
29/01/2013;21:09:15;29/01/2013;22:04:55;00:55:40;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
03/02/2013;23:20:42;04/02/2013;00:11:45;00:51:03;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
11/04/2013;22:34:38;11/04/2013;23:25:39;00:51:01;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
04/06/2013;22:50:16;04/06/2013;23:41:17;00:51:01;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
24/06/2013;06:10:53;24/06/2013;07:17:18;01:06:25;All data available;SPOT4;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
07/05/2002;14:15:24;07/05/2002;16:00:34;01:45:10;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
15/05/2002;17:15:12;15/05/2002;19:00:34;01:45:22;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
05/06/2002;13:21:43;05/06/2002;14:15:00;00:53:17;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
20/08/2002;17:42:40;20/08/2002;18:35:56;00:53:16;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
02/09/2002;16:53:45;02/09/2002;17:44:31;00:50:46;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
13/09/2002;16:41:59;13/09/2002;17:32:45;00:50:46;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
23/09/2002;16:50:03;23/09/2002;17:40:49;00:50:46;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
23/10/2002;17:13:32;23/10/2002;18:04:18;00:50:46;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
21/11/2002;17:56:38;21/11/2002;18:47:24;00:50:46;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
03/01/2003;17:29:31;03/01/2003;18:20:17;00:50:46;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
16/03/2003;17:43:47;16/03/2003;18:37:02;00:53:15;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
02/06/2003;17:01:28;02/06/2003;18:46:55;01:45:27;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
15/07/2003;17:16:05;15/07/2003;18:09:18;00:53:13;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
25/10/2003;17:54:24;25/10/2003;18:47:38;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
27/11/2003;17:18:56;27/11/2003;18:12:11;00:53:15;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
18/12/2003;17:15:00;18/12/2003;18:08:12;00:53:12;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
26/01/2004;12:18:41;26/01/2004;13:13:25;00:54:44;All data available;SPOT5;Maneuver;Orbit Inclination Maneuver;Chemical;Liquid;Hydrazine
29/01/2004;17:23:12;29/01/2004;17:59:49;00:36:37;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
01/03/2004;16:51:25;01/03/2004;17:44:38;00:53:13;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
15/04/2004;17:26:36;15/04/2004;18:19:50;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
17/05/2004;17:11:21;17/05/2004;18:04:34;00:53:13;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
05/07/2004;18:09:51;05/07/2004;19:03:05;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
14/09/2004;17:56:53;14/09/2004;17:56:53;00:00:00;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
08/12/2004;17:27:43;08/12/2004;19:13:11;01:45:28;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
13/01/2005;16:36:13;13/01/2005;17:29:25;00:53:12;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
26/07/2005;17:01:59;26/07/2005;18:47:27;01:45:28;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
23/11/2005;17:34:16;23/11/2005;18:27:29;00:53:13;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
06/12/2005;12:38:16;06/12/2005;13:33:00;00:54:44;All data available;SPOT5;Maneuver;Orbit Inclination Maneuver;Chemical;Liquid;Hydrazine
16/12/2005;12:46:00;16/12/2005;13:40:44;00:54:44;All data available;SPOT5;Maneuver;Orbit Inclination Maneuver;Chemical;Liquid;Hydrazine
26/01/2006;17:03:22;26/01/2006;17:56:35;00:53:13;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
16/05/2006;16:48:09;16/05/2006;17:41:22;00:53:13;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
18/08/2006;16:49:09;18/08/2006;18:34:37;01:45:28;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
05/10/2006;17:58:45;05/10/2006;18:51:57;00:53:12;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
26/12/2006;16:40:08;26/12/2006;17:33:22;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
07/03/2007;16:32:44;07/03/2007;18:18:12;01:45:28;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
13/06/2007;17:28:55;13/06/2007;18:22:08;00:53:13;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
21/07/2007;12:04:06;21/07/2007;12:06:33;00:02:27;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
18/03/2008;18:00:57;18/03/2008;18:54:10;00:53:13;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
16/04/2008;17:10:48;16/04/2008;18:56:16;01:45:28;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
27/05/2008;17:16:06;27/05/2008;18:06:20;00:50:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
25/06/2008;19:37:13;25/06/2008;20:30:25;00:53:12;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
20/08/2008;16:36:34;20/08/2008;17:29:48;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
30/09/2008;16:48:06;30/09/2008;17:41:19;00:53:13;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
31/10/2008;16:50:42;31/10/2008;17:43:57;00:53:15;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
03/12/2008;12:09:50;03/12/2008;13:04:34;00:54:44;All data available;SPOT5;Maneuver;Orbit Inclination Maneuver;Chemical;Liquid;Hydrazine
10/12/2008;13:16:13;10/12/2008;14:10:57;00:54:44;All data available;SPOT5;Maneuver;Orbit Inclination Maneuver;Chemical;Liquid;Hydrazine
17/12/2008;12:41:13;17/12/2008;13:35:57;00:54:44;All data available;SPOT5;Maneuver;Orbit Inclination Maneuver;Chemical;Liquid;Hydrazine
26/04/2009;16:50:01;26/04/2009;17:43:15;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
17/06/2009;16:09:14;17/06/2009;17:54:42;01:45:28;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
11/09/2009;17:40:02;11/09/2009;18:33:16;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
09/10/2009;17:01:41;09/10/2009;17:54:53;00:53:12;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
06/12/2009;16:46:54;06/12/2009;17:40:08;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
04/01/2010;17:29:07;04/01/2010;18:22:20;00:53:13;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
27/03/2010;17:54:35;27/03/2010;18:47:49;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
21/04/2010;03:42:09;21/04/2010;03:44:37;00:02:28;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
29/04/2010;17:19:54;29/04/2010;18:13:08;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
28/06/2010;17:24:50;28/06/2010;19:10:18;01:45:28;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
26/10/2010;17:59:33;26/10/2010;18:52:47;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
01/12/2010;18:07:33;01/12/2010;19:00:46;00:53:13;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
24/01/2011;17:28:10;24/01/2011;18:21:24;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
05/02/2011;00:13:05;05/02/2011;00:15:36;00:02:31;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
10/02/2011;17:00:56;10/02/2011;17:54:11;00:53:15;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
17/04/2011;17:31:26;17/04/2011;18:24:42;00:53:16;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
23/06/2011;17:00:23;23/06/2011;18:45:51;01:45:28;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
20/09/2011;17:29:35;20/09/2011;18:22:49;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
22/11/2011;17:16:49;22/11/2011;18:10:05;00:53:16;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
04/02/2012;16:51:56;04/02/2012;17:45:10;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
28/03/2012;17:38:07;28/03/2012;18:31:18;00:53:11;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
19/05/2012;16:29:40;19/05/2012;17:22:54;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
19/07/2012;16:13:09;19/07/2012;17:58:37;01:45:28;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
13/09/2012;17:16:53;13/09/2012;18:10:06;00:53:13;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
04/11/2012;17:15:06;04/11/2012;18:08:19;00:53:13;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
18/11/2012;01:51:59;18/11/2012;01:54:28;00:02:29;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
30/11/2012;17:14:09;30/11/2012;18:07:22;00:53:13;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
18/02/2013;16:31:55;18/02/2013;17:25:28;00:53:33;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
05/05/2013;17:07:30;05/05/2013;18:00:44;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
23/06/2013;23:08:59;23/06/2013;23:11:34;00:02:35;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
28/06/2013;16:34:44;28/06/2013;18:20:12;01:45:28;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
15/08/2013;17:41:35;15/08/2013;18:34:48;00:53:13;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
24/10/2013;15:18:17;24/10/2013;15:20:48;00:02:31;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
18/12/2013;01:59:03;18/12/2013;02:52:23;00:53:20;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
19/12/2013;01:59:01;19/12/2013;02:52:26;00:53:25;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
14/01/2014;13:31:18;14/01/2014;13:34:05;00:02:47;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
16/01/2014;01:01:57;16/01/2014;01:04:53;00:02:56;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
10/02/2014;16:48:35;10/02/2014;17:41:50;00:53:15;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
11/03/2014;11:30:36;11/03/2014;11:33:17;00:02:41;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
13/03/2014;12:32:45;13/03/2014;12:35:33;00:02:48;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
16/05/2014;16:15:00;16/05/2014;17:08:15;00:53:15;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
02/06/2014;03:12:54;02/06/2014;03:15:31;00:02:37;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
05/06/2014;16:29:25;05/06/2014;17:22:41;00:53:16;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
02/07/2014;06:28:42;02/07/2014;06:31:17;00:02:35;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
07/07/2014;15:29:20;07/07/2014;17:14:47;01:45:27;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
12/09/2014;16:18:18;12/09/2014;17:11:32;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
31/10/2014;17:13:07;31/10/2014;18:06:22;00:53:15;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
18/12/2014;16:45:55;18/12/2014;17:39:10;00:53:15;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
15/01/2015;18:55:59;15/01/2015;18:58:34;00:02:35;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
17/01/2015;17:07:02;17/01/2015;18:00:16;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
23/02/2015;16:52:03;23/02/2015;17:45:18;00:53:15;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
20/03/2015;06:45:02;20/03/2015;06:47:37;00:02:35;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
21/03/2015;17:40:24;21/03/2015;18:33:38;00:53:14;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
02/04/2015;04:36:10;02/04/2015;07:12:21;02:36:11;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
13/04/2015;15:56:03;13/04/2015;16:49:16;00:53:13;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
15/04/2015;00:14:02;15/04/2015;00:16:39;00:02:37;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
20/04/2015;16:56:29;20/04/2015;17:49:44;00:53:15;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
18/05/2015;00:49:21;18/05/2015;00:51:54;00:02:33;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
21/05/2015;16:33:21;21/05/2015;17:26:37;00:53:16;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
04/08/2015;16:26:46;04/08/2015;17:19:58;00:53:12;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
01/12/2015;19:04:18;01/12/2015;21:07:03;02:02:45;All data available;SPOT5;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
10/03/2023;06:57:27;10/03/2023;09:57:32;03:00:05;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
24/03/2023;06:13:55;24/03/2023;06:13:58;00:00:03;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
30/03/2023;08:09:11;30/03/2023;08:09:21;00:00:10;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
30/03/2023;18:22:18;30/03/2023;18:22:28;00:00:10;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
05/04/2023;19:39:16;05/04/2023;19:39:19;00:00:03;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
21/04/2023;20:18:06;21/04/2023;20:18:08;00:00:02;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
05/05/2023;19:41:50;05/05/2023;19:41:52;00:00:02;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
13/05/2023;20:50:39;13/05/2023;20:50:41;00:00:02;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
14/05/2023;00:15:02;14/05/2023;00:15:03;00:00:01;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
17/05/2023;21:14:28;17/05/2023;21:14:31;00:00:03;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
02/06/2023;03:04:03;02/06/2023;03:04:04;00:00:01;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
16/06/2023;19:43:40;16/06/2023;19:43:43;00:00:03;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
30/06/2023;18:55:59;30/06/2023;18:56:00;00:00:01;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
11/07/2023;05:26:48;11/07/2023;05:40:29;00:13:41;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
11/07/2023;02:53:12;11/07/2023;03:06:57;00:13:45;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
13/07/2023;05:02:16;13/07/2023;05:11:05;00:08:49;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
13/07/2023;02:28:14;13/07/2023;02:37:04;00:08:50;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
17/07/2023;21:03:15;17/07/2023;21:04:28;00:01:13;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
17/07/2023;18:28:56;17/07/2023;18:30:11;00:01:15;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
21/07/2023;03:17:55;21/07/2023;03:18:07;00:00:12;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
25/08/2023;21:02:54;25/08/2023;21:02:56;00:00:02;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
06/10/2023;17:32:24;06/10/2023;17:32:26;00:00:02;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
27/10/2023;14:25:08;27/10/2023;14:25:09;00:00:01;All data available;SWOT;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
12/01/2000;10:39:36;;;;All data available;TOPEX/POSEIDON;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
20/04/2000;15:56:41;;;;All data available;TOPEX/POSEIDON;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
08/07/2000;23:09:33;;;;All data available;TOPEX/POSEIDON;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
26/09/2000;06:00:37;;;;All data available;TOPEX/POSEIDON;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
13/01/2001;07:44:37;;;;All data available;TOPEX/POSEIDON;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
02/05/2001;10:38:39;;;;All data available;TOPEX/POSEIDON;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
18/09/2001;05:07:38;;;;All data available;TOPEX/POSEIDON;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
26/11/2001;14:57:38;;;;All data available;TOPEX/POSEIDON;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
04/02/2002;00:43:39;;;;All data available;TOPEX/POSEIDON;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
04/05/2002;06:55:41;;;;All data available;TOPEX/POSEIDON;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
