Start Date;Start Hour;End Date;End Hour;Maneuver Duration;Data available;Satellite;Maneuver;Maneuver Type;Propellant Type;Propellant subtype;Propellant Name
15/08/2002;19:13:35;;;;Less data available;TOPEX/POSEIDON;Maneuver;Orbit Transfer Maneuver;Chemical;Liquid;Hydrazine
19/08/2002;18:50:48;;;;Less data available;TOPEX/POSEIDON;Maneuver;Orbit Transfer Maneuver;Chemical;Liquid;Hydrazine
23/08/2002;18:23:37;;;;Less data available;TOPEX/POSEIDON;Maneuver;Orbit Transfer Maneuver;Chemical;Liquid;Hydrazine
10/09/2002;21:10:56;;;;Less data available;TOPEX/POSEIDON;Maneuver;Orbit Transfer Maneuver;Chemical;Liquid;Hydrazine
13/09/2002;20:19:35;;;;Less data available;TOPEX/POSEIDON;Maneuver;Orbit Transfer Maneuver;Chemical;Liquid;Hydrazine
16/09/2002;19:27:04;;;;Less data available;TOPEX/POSEIDON;Maneuver;Orbit Transfer Maneuver;Chemical;Liquid;Hydrazine
18/12/2002;08:06:37;;;;All data available;TOPEX/POSEIDON;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
26/04/2003;05:47:39;;;;All data available;TOPEX/POSEIDON;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
03/08/2004;18:30:38;;;;All data available;TOPEX/POSEIDON;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
17/11/2004;20:52:39;;;;All data available;TOPEX/POSEIDON;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
17/11/2004;18:44:45;;;;All data available;TOPEX/POSEIDON;Maneuver;Orbit Maintenance Maneuver;Chemical;Liquid;Hydrazine
